token	company	director	label
also	BERKSHIRE HATHAWAY INC-CL B	19.0	O
served	BERKSHIRE HATHAWAY INC-CL B	19.0	O
as	BERKSHIRE HATHAWAY INC-CL B	19.0	O
President	BERKSHIRE HATHAWAY INC-CL B	19.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Wesco	BERKSHIRE HATHAWAY INC-CL B	19.0	B-ORG
Financial	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
Corporation	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
between	BERKSHIRE HATHAWAY INC-CL B	19.0	O
2005	BERKSHIRE HATHAWAY INC-CL B	19.0	B-DATE
and	BERKSHIRE HATHAWAY INC-CL B	19.0	I-DATE
2011	BERKSHIRE HATHAWAY INC-CL B	19.0	I-DATE
.	BERKSHIRE HATHAWAY INC-CL B	19.0	O
			
Mr.	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Munger	BERKSHIRE HATHAWAY INC-CL B	19.0	B-PERSON
is	BERKSHIRE HATHAWAY INC-CL B	19.0	O
also	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Chairman	BERKSHIRE HATHAWAY INC-CL B	19.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	19.0	O
the	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Board	BERKSHIRE HATHAWAY INC-CL B	19.0	B-ORG
of	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
Directors	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
of	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Daily	BERKSHIRE HATHAWAY INC-CL B	19.0	B-ORG
Journal	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
Corporation	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
,	BERKSHIRE HATHAWAY INC-CL B	19.0	O
a	BERKSHIRE HATHAWAY INC-CL B	19.0	O
director	BERKSHIRE HATHAWAY INC-CL B	19.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Costco	BERKSHIRE HATHAWAY INC-CL B	19.0	B-ORG
Wholesale	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
Corporation	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
and	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Chairman	BERKSHIRE HATHAWAY INC-CL B	19.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	19.0	O
the	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Board	BERKSHIRE HATHAWAY INC-CL B	19.0	B-ORG
of	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
Trustees	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
of	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Good	BERKSHIRE HATHAWAY INC-CL B	19.0	B-ORG
Samaritan	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
Hospital	BERKSHIRE HATHAWAY INC-CL B	19.0	I-ORG
.	BERKSHIRE HATHAWAY INC-CL B	19.0	O
			
Additional	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Qualifications	BERKSHIRE HATHAWAY INC-CL B	19.0	O
:	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Charles	BERKSHIRE HATHAWAY INC-CL B	19.0	B-PERSON
Munger	BERKSHIRE HATHAWAY INC-CL B	19.0	I-PERSON
brings	BERKSHIRE HATHAWAY INC-CL B	19.0	O
to	BERKSHIRE HATHAWAY INC-CL B	19.0	O
the	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Board	BERKSHIRE HATHAWAY INC-CL B	19.0	B-ORG
his	BERKSHIRE HATHAWAY INC-CL B	19.0	O
40	BERKSHIRE HATHAWAY INC-CL B	19.0	B-DATE
years	BERKSHIRE HATHAWAY INC-CL B	19.0	I-DATE
of	BERKSHIRE HATHAWAY INC-CL B	19.0	O
experience	BERKSHIRE HATHAWAY INC-CL B	19.0	O
as	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Vice	BERKSHIRE HATHAWAY INC-CL B	19.0	B-TITLE
Chairman	BERKSHIRE HATHAWAY INC-CL B	19.0	I-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	19.0	O
the	BERKSHIRE HATHAWAY INC-CL B	19.0	O
Corporation	BERKSHIRE HATHAWAY INC-CL B	19.0	B-ORG
.	BERKSHIRE HATHAWAY INC-CL B	19.0	O
			
THOMAS	BERKSHIRE HATHAWAY INC-CL B	20.0	B-PERSON
S.	BERKSHIRE HATHAWAY INC-CL B	20.0	I-PERSON
MURPHY	BERKSHIRE HATHAWAY INC-CL B	20.0	I-PERSON
,	BERKSHIRE HATHAWAY INC-CL B	20.0	O
age	BERKSHIRE HATHAWAY INC-CL B	20.0	B-DATE
93	BERKSHIRE HATHAWAY INC-CL B	20.0	I-DATE
,	BERKSHIRE HATHAWAY INC-CL B	20.0	O
has	BERKSHIRE HATHAWAY INC-CL B	20.0	O
been	BERKSHIRE HATHAWAY INC-CL B	20.0	O
a	BERKSHIRE HATHAWAY INC-CL B	20.0	O
director	BERKSHIRE HATHAWAY INC-CL B	20.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	20.0	O
the	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Corporation	BERKSHIRE HATHAWAY INC-CL B	20.0	B-ORG
since	BERKSHIRE HATHAWAY INC-CL B	20.0	O
2003	BERKSHIRE HATHAWAY INC-CL B	20.0	B-DATE
.	BERKSHIRE HATHAWAY INC-CL B	20.0	O
			
Mr.	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Murphy	BERKSHIRE HATHAWAY INC-CL B	20.0	B-PERSON
has	BERKSHIRE HATHAWAY INC-CL B	20.0	O
been	BERKSHIRE HATHAWAY INC-CL B	20.0	O
retired	BERKSHIRE HATHAWAY INC-CL B	20.0	O
since	BERKSHIRE HATHAWAY INC-CL B	20.0	O
1996	BERKSHIRE HATHAWAY INC-CL B	20.0	B-DATE
.	BERKSHIRE HATHAWAY INC-CL B	20.0	O
			
He	BERKSHIRE HATHAWAY INC-CL B	20.0	O
was	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Chairman	BERKSHIRE HATHAWAY INC-CL B	20.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	20.0	O
the	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Board	BERKSHIRE HATHAWAY INC-CL B	20.0	B-ORG
and	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Chief	BERKSHIRE HATHAWAY INC-CL B	20.0	B-TITLE
Executive	BERKSHIRE HATHAWAY INC-CL B	20.0	I-TITLE
Officer	BERKSHIRE HATHAWAY INC-CL B	20.0	I-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Capital	BERKSHIRE HATHAWAY INC-CL B	20.0	B-ORG
Cities/ABC	BERKSHIRE HATHAWAY INC-CL B	20.0	I-ORG
,	BERKSHIRE HATHAWAY INC-CL B	20.0	I-ORG
Inc.	BERKSHIRE HATHAWAY INC-CL B	20.0	I-ORG
from	BERKSHIRE HATHAWAY INC-CL B	20.0	O
1966	BERKSHIRE HATHAWAY INC-CL B	20.0	B-DATE
to	BERKSHIRE HATHAWAY INC-CL B	20.0	I-DATE
1990	BERKSHIRE HATHAWAY INC-CL B	20.0	I-DATE
and	BERKSHIRE HATHAWAY INC-CL B	20.0	O
from	BERKSHIRE HATHAWAY INC-CL B	20.0	O
February	BERKSHIRE HATHAWAY INC-CL B	20.0	B-DATE
1994	BERKSHIRE HATHAWAY INC-CL B	20.0	I-DATE
until	BERKSHIRE HATHAWAY INC-CL B	20.0	O
his	BERKSHIRE HATHAWAY INC-CL B	20.0	O
retirement	BERKSHIRE HATHAWAY INC-CL B	20.0	O
in	BERKSHIRE HATHAWAY INC-CL B	20.0	O
1996	BERKSHIRE HATHAWAY INC-CL B	20.0	B-DATE
.	BERKSHIRE HATHAWAY INC-CL B	20.0	O
			
Mr.	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Murphy	BERKSHIRE HATHAWAY INC-CL B	20.0	B-PERSON
is	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Chairman	BERKSHIRE HATHAWAY INC-CL B	20.0	B-TITLE
Emeritus	BERKSHIRE HATHAWAY INC-CL B	20.0	I-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	20.0	O
the	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Board	BERKSHIRE HATHAWAY INC-CL B	20.0	B-ORG
of	BERKSHIRE HATHAWAY INC-CL B	20.0	I-ORG
Trustees	BERKSHIRE HATHAWAY INC-CL B	20.0	I-ORG
of	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Save	BERKSHIRE HATHAWAY INC-CL B	20.0	B-ORG
the	BERKSHIRE HATHAWAY INC-CL B	20.0	I-ORG
Children	BERKSHIRE HATHAWAY INC-CL B	20.0	I-ORG
and	BERKSHIRE HATHAWAY INC-CL B	20.0	O
a	BERKSHIRE HATHAWAY INC-CL B	20.0	O
trustee	BERKSHIRE HATHAWAY INC-CL B	20.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	20.0	O
NYU	BERKSHIRE HATHAWAY INC-CL B	20.0	B-ORG
Langone	BERKSHIRE HATHAWAY INC-CL B	20.0	I-ORG
Medical	BERKSHIRE HATHAWAY INC-CL B	20.0	I-ORG
Center	BERKSHIRE HATHAWAY INC-CL B	20.0	I-ORG
.	BERKSHIRE HATHAWAY INC-CL B	20.0	O
			
Additional	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Qualifications	BERKSHIRE HATHAWAY INC-CL B	20.0	O
:	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Thomas	BERKSHIRE HATHAWAY INC-CL B	20.0	B-PERSON
Murphy	BERKSHIRE HATHAWAY INC-CL B	20.0	I-PERSON
brings	BERKSHIRE HATHAWAY INC-CL B	20.0	O
to	BERKSHIRE HATHAWAY INC-CL B	20.0	O
the	BERKSHIRE HATHAWAY INC-CL B	20.0	O
Board	BERKSHIRE HATHAWAY INC-CL B	20.0	B-ORG
his	BERKSHIRE HATHAWAY INC-CL B	20.0	O
experience	BERKSHIRE HATHAWAY INC-CL B	20.0	O
and	BERKSHIRE HATHAWAY INC-CL B	20.0	O
financial	BERKSHIRE HATHAWAY INC-CL B	20.0	O
expertise	BERKSHIRE HATHAWAY INC-CL B	20.0	O
as	BERKSHIRE HATHAWAY INC-CL B	20.0	O
a	BERKSHIRE HATHAWAY INC-CL B	20.0	O
past	BERKSHIRE HATHAWAY INC-CL B	20.0	O
chief	BERKSHIRE HATHAWAY INC-CL B	20.0	O
executive	BERKSHIRE HATHAWAY INC-CL B	20.0	O
officer	BERKSHIRE HATHAWAY INC-CL B	20.0	O
of	BERKSHIRE HATHAWAY INC-CL B	20.0	O
a	BERKSHIRE HATHAWAY INC-CL B	20.0	O
public	BERKSHIRE HATHAWAY INC-CL B	20.0	O
corporation	BERKSHIRE HATHAWAY INC-CL B	20.0	O
and	BERKSHIRE HATHAWAY INC-CL B	20.0	O
as	BERKSHIRE HATHAWAY INC-CL B	20.0	O
a	BERKSHIRE HATHAWAY INC-CL B	20.0	O
past	BERKSHIRE HATHAWAY INC-CL B	20.0	O
director	BERKSHIRE HATHAWAY INC-CL B	20.0	O
of	BERKSHIRE HATHAWAY INC-CL B	20.0	O
public	BERKSHIRE HATHAWAY INC-CL B	20.0	O
corporations	BERKSHIRE HATHAWAY INC-CL B	20.0	O
.	BERKSHIRE HATHAWAY INC-CL B	20.0	O
			
RONALD	BERKSHIRE HATHAWAY INC-CL B	21.0	B-PERSON
L.	BERKSHIRE HATHAWAY INC-CL B	21.0	I-PERSON
OLSON	BERKSHIRE HATHAWAY INC-CL B	21.0	I-PERSON
,	BERKSHIRE HATHAWAY INC-CL B	21.0	O
age	BERKSHIRE HATHAWAY INC-CL B	21.0	B-DATE
77	BERKSHIRE HATHAWAY INC-CL B	21.0	I-DATE
,	BERKSHIRE HATHAWAY INC-CL B	21.0	O
has	BERKSHIRE HATHAWAY INC-CL B	21.0	O
been	BERKSHIRE HATHAWAY INC-CL B	21.0	O
a	BERKSHIRE HATHAWAY INC-CL B	21.0	O
director	BERKSHIRE HATHAWAY INC-CL B	21.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	21.0	O
the	BERKSHIRE HATHAWAY INC-CL B	21.0	O
Corporation	BERKSHIRE HATHAWAY INC-CL B	21.0	B-ORG
since	BERKSHIRE HATHAWAY INC-CL B	21.0	O
1997	BERKSHIRE HATHAWAY INC-CL B	21.0	B-DATE
.	BERKSHIRE HATHAWAY INC-CL B	21.0	O
			
For	BERKSHIRE HATHAWAY INC-CL B	21.0	O
more	BERKSHIRE HATHAWAY INC-CL B	21.0	O
than	BERKSHIRE HATHAWAY INC-CL B	21.0	O
the	BERKSHIRE HATHAWAY INC-CL B	21.0	O
past	BERKSHIRE HATHAWAY INC-CL B	21.0	O
five	BERKSHIRE HATHAWAY INC-CL B	21.0	B-DATE
years	BERKSHIRE HATHAWAY INC-CL B	21.0	I-DATE
,	BERKSHIRE HATHAWAY INC-CL B	21.0	O
he	BERKSHIRE HATHAWAY INC-CL B	21.0	O
has	BERKSHIRE HATHAWAY INC-CL B	21.0	O
been	BERKSHIRE HATHAWAY INC-CL B	21.0	O
a	BERKSHIRE HATHAWAY INC-CL B	21.0	O
partner	BERKSHIRE HATHAWAY INC-CL B	21.0	B-TITLE
in	BERKSHIRE HATHAWAY INC-CL B	21.0	O
the	BERKSHIRE HATHAWAY INC-CL B	21.0	O
law	BERKSHIRE HATHAWAY INC-CL B	21.0	O
firm	BERKSHIRE HATHAWAY INC-CL B	21.0	O
of	BERKSHIRE HATHAWAY INC-CL B	21.0	O
Munger	BERKSHIRE HATHAWAY INC-CL B	21.0	B-ORG
,	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
Tolles	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
&	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
Olson	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
LLP	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
.	BERKSHIRE HATHAWAY INC-CL B	21.0	O
			
He	BERKSHIRE HATHAWAY INC-CL B	21.0	O
is	BERKSHIRE HATHAWAY INC-CL B	21.0	O
a	BERKSHIRE HATHAWAY INC-CL B	21.0	O
Trustee	BERKSHIRE HATHAWAY INC-CL B	21.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	21.0	O
Western	BERKSHIRE HATHAWAY INC-CL B	21.0	B-ORG
Asset	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
Trusts	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
and	BERKSHIRE HATHAWAY INC-CL B	21.0	O
a	BERKSHIRE HATHAWAY INC-CL B	21.0	O
Trustee	BERKSHIRE HATHAWAY INC-CL B	21.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	21.0	O
California	BERKSHIRE HATHAWAY INC-CL B	21.0	B-ORG
Institute	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
of	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
Technology	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
.	BERKSHIRE HATHAWAY INC-CL B	21.0	O
			
Mr.	BERKSHIRE HATHAWAY INC-CL B	21.0	O
Olson	BERKSHIRE HATHAWAY INC-CL B	21.0	B-PERSON
was	BERKSHIRE HATHAWAY INC-CL B	21.0	O
also	BERKSHIRE HATHAWAY INC-CL B	21.0	O
a	BERKSHIRE HATHAWAY INC-CL B	21.0	O
director	BERKSHIRE HATHAWAY INC-CL B	21.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	21.0	O
Graham	BERKSHIRE HATHAWAY INC-CL B	21.0	B-ORG
Holdings	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
Company	BERKSHIRE HATHAWAY INC-CL B	21.0	I-ORG
until	BERKSHIRE HATHAWAY INC-CL B	21.0	O
May	BERKSHIRE HATHAWAY INC-CL B	21.0	B-DATE
2017	BERKSHIRE HATHAWAY INC-CL B	21.0	I-DATE
.	BERKSHIRE HATHAWAY INC-CL B	21.0	O
			
Additional	BERKSHIRE HATHAWAY INC-CL B	21.0	O
Qualifications	BERKSHIRE HATHAWAY INC-CL B	21.0	O
:	BERKSHIRE HATHAWAY INC-CL B	21.0	O
Ronald	BERKSHIRE HATHAWAY INC-CL B	21.0	B-PERSON
Olson	BERKSHIRE HATHAWAY INC-CL B	21.0	I-PERSON
brings	BERKSHIRE HATHAWAY INC-CL B	21.0	O
to	BERKSHIRE HATHAWAY INC-CL B	21.0	O
the	BERKSHIRE HATHAWAY INC-CL B	21.0	O
Board	BERKSHIRE HATHAWAY INC-CL B	21.0	B-ORG
his	BERKSHIRE HATHAWAY INC-CL B	21.0	O
experience	BERKSHIRE HATHAWAY INC-CL B	21.0	O
and	BERKSHIRE HATHAWAY INC-CL B	21.0	O
expertise	BERKSHIRE HATHAWAY INC-CL B	21.0	O
in	BERKSHIRE HATHAWAY INC-CL B	21.0	O
legal	BERKSHIRE HATHAWAY INC-CL B	21.0	O
issues	BERKSHIRE HATHAWAY INC-CL B	21.0	O
and	BERKSHIRE HATHAWAY INC-CL B	21.0	O
corporate	BERKSHIRE HATHAWAY INC-CL B	21.0	O
governance	BERKSHIRE HATHAWAY INC-CL B	21.0	O
as	BERKSHIRE HATHAWAY INC-CL B	21.0	O
a	BERKSHIRE HATHAWAY INC-CL B	21.0	O
partner	BERKSHIRE HATHAWAY INC-CL B	21.0	O
of	BERKSHIRE HATHAWAY INC-CL B	21.0	O
a	BERKSHIRE HATHAWAY INC-CL B	21.0	O
law	BERKSHIRE HATHAWAY INC-CL B	21.0	O
firm	BERKSHIRE HATHAWAY INC-CL B	21.0	O
and	BERKSHIRE HATHAWAY INC-CL B	21.0	O
as	BERKSHIRE HATHAWAY INC-CL B	21.0	O
a	BERKSHIRE HATHAWAY INC-CL B	21.0	O
director	BERKSHIRE HATHAWAY INC-CL B	21.0	O
of	BERKSHIRE HATHAWAY INC-CL B	21.0	O
public	BERKSHIRE HATHAWAY INC-CL B	21.0	O
corporations	BERKSHIRE HATHAWAY INC-CL B	21.0	O
.	BERKSHIRE HATHAWAY INC-CL B	21.0	O
			
WALTER	BERKSHIRE HATHAWAY INC-CL B	22.0	B-PERSON
SCOTT	BERKSHIRE HATHAWAY INC-CL B	22.0	I-PERSON
,	BERKSHIRE HATHAWAY INC-CL B	22.0	I-PERSON
JR.	BERKSHIRE HATHAWAY INC-CL B	22.0	I-PERSON
,	BERKSHIRE HATHAWAY INC-CL B	22.0	O
age	BERKSHIRE HATHAWAY INC-CL B	22.0	B-DATE
87	BERKSHIRE HATHAWAY INC-CL B	22.0	I-DATE
,	BERKSHIRE HATHAWAY INC-CL B	22.0	O
has	BERKSHIRE HATHAWAY INC-CL B	22.0	O
been	BERKSHIRE HATHAWAY INC-CL B	22.0	O
a	BERKSHIRE HATHAWAY INC-CL B	22.0	O
director	BERKSHIRE HATHAWAY INC-CL B	22.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	22.0	O
the	BERKSHIRE HATHAWAY INC-CL B	22.0	O
Corporation	BERKSHIRE HATHAWAY INC-CL B	22.0	B-ORG
since	BERKSHIRE HATHAWAY INC-CL B	22.0	O
1988	BERKSHIRE HATHAWAY INC-CL B	22.0	B-DATE
.	BERKSHIRE HATHAWAY INC-CL B	22.0	O
			
For	BERKSHIRE HATHAWAY INC-CL B	22.0	O
more	BERKSHIRE HATHAWAY INC-CL B	22.0	O
than	BERKSHIRE HATHAWAY INC-CL B	22.0	O
the	BERKSHIRE HATHAWAY INC-CL B	22.0	O
past	BERKSHIRE HATHAWAY INC-CL B	22.0	O
five	BERKSHIRE HATHAWAY INC-CL B	22.0	B-DATE
years	BERKSHIRE HATHAWAY INC-CL B	22.0	I-DATE
,	BERKSHIRE HATHAWAY INC-CL B	22.0	O
he	BERKSHIRE HATHAWAY INC-CL B	22.0	O
has	BERKSHIRE HATHAWAY INC-CL B	22.0	O
been	BERKSHIRE HATHAWAY INC-CL B	22.0	O
a	BERKSHIRE HATHAWAY INC-CL B	22.0	O
director	BERKSHIRE HATHAWAY INC-CL B	22.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	22.0	O
Valmont	BERKSHIRE HATHAWAY INC-CL B	22.0	B-ORG
Industries	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
,	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
Inc.	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
Until	BERKSHIRE HATHAWAY INC-CL B	22.0	O
2014	BERKSHIRE HATHAWAY INC-CL B	22.0	B-DATE
,	BERKSHIRE HATHAWAY INC-CL B	22.0	O
Mr.	BERKSHIRE HATHAWAY INC-CL B	22.0	O
Scott	BERKSHIRE HATHAWAY INC-CL B	22.0	B-PERSON
served	BERKSHIRE HATHAWAY INC-CL B	22.0	O
as	BERKSHIRE HATHAWAY INC-CL B	22.0	O
Chairman	BERKSHIRE HATHAWAY INC-CL B	22.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	22.0	O
the	BERKSHIRE HATHAWAY INC-CL B	22.0	O
Board	BERKSHIRE HATHAWAY INC-CL B	22.0	B-ORG
of	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
Directors	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
of	BERKSHIRE HATHAWAY INC-CL B	22.0	O
Level	BERKSHIRE HATHAWAY INC-CL B	22.0	B-ORG
3	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
Communications	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
,	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
Inc.	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
,	BERKSHIRE HATHAWAY INC-CL B	22.0	O
which	BERKSHIRE HATHAWAY INC-CL B	22.0	O
engaged	BERKSHIRE HATHAWAY INC-CL B	22.0	O
in	BERKSHIRE HATHAWAY INC-CL B	22.0	O
telecommunications	BERKSHIRE HATHAWAY INC-CL B	22.0	O
and	BERKSHIRE HATHAWAY INC-CL B	22.0	O
computer	BERKSHIRE HATHAWAY INC-CL B	22.0	O
outsourcing	BERKSHIRE HATHAWAY INC-CL B	22.0	O
and	BERKSHIRE HATHAWAY INC-CL B	22.0	O
was	BERKSHIRE HATHAWAY INC-CL B	22.0	O
a	BERKSHIRE HATHAWAY INC-CL B	22.0	O
successor	BERKSHIRE HATHAWAY INC-CL B	22.0	O
to	BERKSHIRE HATHAWAY INC-CL B	22.0	O
certain	BERKSHIRE HATHAWAY INC-CL B	22.0	O
businesses	BERKSHIRE HATHAWAY INC-CL B	22.0	O
of	BERKSHIRE HATHAWAY INC-CL B	22.0	O
Peter	BERKSHIRE HATHAWAY INC-CL B	22.0	B-ORG
Kiewit	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
Sons	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
,	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
Inc.	BERKSHIRE HATHAWAY INC-CL B	22.0	I-ORG
Additional	BERKSHIRE HATHAWAY INC-CL B	22.0	O
Qualifications	BERKSHIRE HATHAWAY INC-CL B	22.0	O
:	BERKSHIRE HATHAWAY INC-CL B	22.0	O
Walter	BERKSHIRE HATHAWAY INC-CL B	22.0	B-PERSON
Scott	BERKSHIRE HATHAWAY INC-CL B	22.0	I-PERSON
brings	BERKSHIRE HATHAWAY INC-CL B	22.0	O
to	BERKSHIRE HATHAWAY INC-CL B	22.0	O
the	BERKSHIRE HATHAWAY INC-CL B	22.0	O
Board	BERKSHIRE HATHAWAY INC-CL B	22.0	B-ORG
his	BERKSHIRE HATHAWAY INC-CL B	22.0	O
experience	BERKSHIRE HATHAWAY INC-CL B	22.0	O
and	BERKSHIRE HATHAWAY INC-CL B	22.0	O
financial	BERKSHIRE HATHAWAY INC-CL B	22.0	O
expertise	BERKSHIRE HATHAWAY INC-CL B	22.0	O
as	BERKSHIRE HATHAWAY INC-CL B	22.0	O
a	BERKSHIRE HATHAWAY INC-CL B	22.0	O
past	BERKSHIRE HATHAWAY INC-CL B	22.0	O
chief	BERKSHIRE HATHAWAY INC-CL B	22.0	O
executive	BERKSHIRE HATHAWAY INC-CL B	22.0	O
officer	BERKSHIRE HATHAWAY INC-CL B	22.0	O
and	BERKSHIRE HATHAWAY INC-CL B	22.0	O
as	BERKSHIRE HATHAWAY INC-CL B	22.0	O
a	BERKSHIRE HATHAWAY INC-CL B	22.0	O
director	BERKSHIRE HATHAWAY INC-CL B	22.0	O
of	BERKSHIRE HATHAWAY INC-CL B	22.0	O
both	BERKSHIRE HATHAWAY INC-CL B	22.0	O
public	BERKSHIRE HATHAWAY INC-CL B	22.0	O
and	BERKSHIRE HATHAWAY INC-CL B	22.0	O
private	BERKSHIRE HATHAWAY INC-CL B	22.0	O
corporations	BERKSHIRE HATHAWAY INC-CL B	22.0	O
and	BERKSHIRE HATHAWAY INC-CL B	22.0	O
as	BERKSHIRE HATHAWAY INC-CL B	22.0	O
chairman	BERKSHIRE HATHAWAY INC-CL B	22.0	O
of	BERKSHIRE HATHAWAY INC-CL B	22.0	O
a	BERKSHIRE HATHAWAY INC-CL B	22.0	O
major	BERKSHIRE HATHAWAY INC-CL B	22.0	O
charitable	BERKSHIRE HATHAWAY INC-CL B	22.0	O
foundation	BERKSHIRE HATHAWAY INC-CL B	22.0	O
.	BERKSHIRE HATHAWAY INC-CL B	22.0	O
			
MERYL	BERKSHIRE HATHAWAY INC-CL B	23.0	B-PERSON
B.	BERKSHIRE HATHAWAY INC-CL B	23.0	I-PERSON
WITMER	BERKSHIRE HATHAWAY INC-CL B	23.0	I-PERSON
,	BERKSHIRE HATHAWAY INC-CL B	23.0	O
age	BERKSHIRE HATHAWAY INC-CL B	23.0	B-DATE
57	BERKSHIRE HATHAWAY INC-CL B	23.0	I-DATE
,	BERKSHIRE HATHAWAY INC-CL B	23.0	O
has	BERKSHIRE HATHAWAY INC-CL B	23.0	O
been	BERKSHIRE HATHAWAY INC-CL B	23.0	O
a	BERKSHIRE HATHAWAY INC-CL B	23.0	O
director	BERKSHIRE HATHAWAY INC-CL B	23.0	B-TITLE
of	BERKSHIRE HATHAWAY INC-CL B	23.0	O
the	BERKSHIRE HATHAWAY INC-CL B	23.0	O
Corporation	BERKSHIRE HATHAWAY INC-CL B	23.0	B-ORG
since	BERKSHIRE HATHAWAY INC-CL B	23.0	O
2013	BERKSHIRE HATHAWAY INC-CL B	23.0	B-DATE
.	BERKSHIRE HATHAWAY INC-CL B	23.0	O
			
For	BERKSHIRE HATHAWAY INC-CL B	23.0	O
more	BERKSHIRE HATHAWAY INC-CL B	23.0	O
than	BERKSHIRE HATHAWAY INC-CL B	23.0	O
the	BERKSHIRE HATHAWAY INC-CL B	23.0	O
past	BERKSHIRE HATHAWAY INC-CL B	23.0	O
five	BERKSHIRE HATHAWAY INC-CL B	23.0	B-DATE
years	BERKSHIRE HATHAWAY INC-CL B	23.0	I-DATE
,	BERKSHIRE HATHAWAY INC-CL B	23.0	O
Ms.	BERKSHIRE HATHAWAY INC-CL B	23.0	O
Witmer	BERKSHIRE HATHAWAY INC-CL B	23.0	B-PERSON
has	BERKSHIRE HATHAWAY INC-CL B	23.0	O
been	BERKSHIRE HATHAWAY INC-CL B	23.0	O
a	BERKSHIRE HATHAWAY INC-CL B	23.0	O
