token	label	director	company
['From', '1989', 'through', 'the', 'end', 'of', '2000', ',', 'she', 'was', 'one', 'of', 'two', 'General', 'Partners', 'at', 'Buchanan', 'Parker', 'Asset', 'Management', 'which', 'managed', 'Emerald', 'Partners', 'L.P.', ',', 'an', 'investment', 'partnership', '.']	['O', 'B-DATE', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']	23.0	BERKSHIRE HATHAWAY INC-CL B
['Ms.', 'Witmer', 'is', 'a', 'director', 'of', 'University', 'of', 'Virginia', 'Investment', 'Management', 'Company', '.']	['O', 'B-PERSON', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	23.0	BERKSHIRE HATHAWAY INC-CL B
['Additional', 'Qualifications', ':', 'Meryl', 'Witmer', 'brings', 'to', 'the', 'Board', 'her', 'experience', 'and', 'financial', 'expertise', 'as', 'a', 'manager', 'of', 'an', 'investment', 'fund', '.']	['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	23.0	BERKSHIRE HATHAWAY INC-CL B
['MARY', 'C.', 'BECKERLE', ',', 'Ph.D', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-TITLE', 'O']	24.0	JOHNSON & JOHNSON
['Independent', 'Director', '.']	['B-TITLE', 'I-TITLE', 'O']	24.0	JOHNSON & JOHNSON
['Primary', 'Occupation', ':', 'Chief', 'Executive', 'Officer', ',', 'Huntsman', 'Cancer', 'Institute', 'at', 'the', 'University', 'of', 'Utah', ';', 'Distinguished', 'Professor', 'of', 'Biology', ',', 'College', 'of', 'Science', ',', 'University', 'of', 'Utah', '.']	['O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'B-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	24.0	JOHNSON & JOHNSON
['Skills', 'and', 'Qualifications', ':', 'With', 'her', 'expertise', 'in', 'scientific', 'research', 'and', 'organizational', 'management', 'in', 'the', 'healthcare', 'arena', ',', 'and', 'her', 'active', 'participation', 'in', 'national', 'and', 'international', 'scientific', 'affairs', ',', 'Dr.', 'Beckerle', 'provides', 'a', 'perspective', 'crucial', 'to', 'a', 'global', 'healthcare', 'company', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	24.0	JOHNSON & JOHNSON
['Background', ':', 'Director', 'since', '2015', '.']	['O', 'O', 'B-TITLE', 'O', 'B-DATE', 'O']	24.0	JOHNSON & JOHNSON
['Dr.', 'Beckerle', ',', 'age', '64', ',', 'has', 'served', 'as', 'CEO', 'of', 'Huntsman', 'Cancer', 'Institute', 'at', 'the', 'University', 'of', 'Utah', 'since', '2006', '.']	['O', 'B-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O']	24.0	JOHNSON & JOHNSON
['She', 'is', 'the', 'associate', 'vice', 'president', 'for', 'cancer', 'affairs', 'and', 'a', 'distinguished', 'professor', 'of', 'biology', 'and', 'oncological', 'sciences', 'at', 'the', 'University', 'of', 'Utah', '.']	['O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']	24.0	JOHNSON & JOHNSON
['Dr.', 'Beckerle', 'joined', 'the', 'faculty', 'of', 'the', 'University', 'of', 'Utah', 'in', '1986', 'and', 'currently', 'holds', 'the', 'Jon', 'M.', 'Huntsman', 'Presidential', 'Endowed', 'Chair', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O']	24.0	JOHNSON & JOHNSON
['Dr.', 'Beckerle', 'has', 'served', 'on', 'the', 'National', 'Institute', 'of', 'Health', '(', 'NIH', ')', 'Advisory', 'Committee', 'to', 'the', 'Director', ',', 'on', 'the', 'Board', 'of', 'Directors', 'of', 'the', 'American', 'Association', 'for', 'Cancer', 'Research', ',', 'as', 'president', 'of', 'the', 'American', 'Society', 'for', 'Cell', 'Biology', ',', 'and', 'as', 'the', 'Chair', 'of', 'the', 'American', 'Cancer', 'Society', 'Council', 'for', 'Extramural', 'Grants', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	24.0	JOHNSON & JOHNSON
['She', 'currently', 'serves', 'on', 'a', 'number', 'of', 'scientific', 'advisory', 'boards', ',', 'including', 'the', 'Medical', 'Advisory', 'Board', 'of', 'the', 'Howard', 'Hughes', 'Medical', 'Institute', ',', 'and', 'the', 'Scientific', 'Advisory', 'Boards', 'of', 'the', 'National', 'Center', 'for', 'Biological', 'Sciences', 'at', 'the', 'Tata', 'Institute', 'of', 'Fundamental', 'Research', 'in', 'India', ',', 'the', 'Mechanobiology', 'Institute', 'in', 'Singapore', ',', 'and', 'the', 'Dana', 'Farber/Harvard', 'Cancer', 'Center', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-GPE', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-GPE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	24.0	JOHNSON & JOHNSON
['Dr.', 'Beckerle', 'held', 'a', 'Guggenheim', 'Fellowship', 'at', 'the', 'Curie', 'Institute', 'in', 'Paris', ',', 'received', 'the', 'Utah', 'Governor', 's', 'Medal', 'for', 'Science', 'and', 'Technology', 'in', '2001', ',', 'the', 'Sword', 'of', 'Hope', 'Award', 'from', 'the', 'American', 'Cancer', 'Society', 'in', '2004', 'and', 'is', 'an', 'elected', 'Fellow', 'of', 'the', 'American', 'Academy', 'of', 'Arts', 'and', 'Sciences', 'and', 'the', 'American', 'Philosophical', 'Society', '.']	['O', 'B-PERSON', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-GPE', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'B-DATE', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	24.0	JOHNSON & JOHNSON
['Dr.', 'Beckerle', 'was', 'also', 'named', 'a', 'National', 'Association', 'of', 'Corporate', 'Directors', '(', 'NACD', ')', 'Governance', 'Fellow', 'in', '2012', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-DATE', 'O']	24.0	JOHNSON & JOHNSON
['In', '2018', ',', 'Dr.', 'Beckerle', 'received', 'the', 'Alfred', 'G.', 'Knudson', 'Award', 'in', 'Cancer', 'Genetics', 'from', 'the', 'National', 'Cancer', 'Institute', '(', 'NCI', ')', '.Current', 'Committees', ':', 'Chairman', ',', 'Science', ',', 'Technology', '&', 'Sustainability', '.']	['O', 'B-DATE', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	24.0	JOHNSON & JOHNSON
['Member', ',', 'Regulatory', 'Compliance', '.']	['B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O']	24.0	JOHNSON & JOHNSON
['Other', 'Public', 'Board', 'Service', ':', 'Huntsman', 'Corporation', '(', 'since', '2011', ')', '.']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O', 'O']	24.0	JOHNSON & JOHNSON
['D.', 'SCOTT', 'DAVIS', '-', 'Independent', 'Director', '.']	['B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-TITLE', 'I-TITLE', 'O']	25.0	JOHNSON & JOHNSON
['Primary', 'Occupation', ':', 'Former', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', ',', 'United', 'Parcel', 'Service', ',', 'Inc', '.']	['O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	25.0	JOHNSON & JOHNSON
['Skills', 'and', 'Qualifications', ':', 'Having', 'served', 'as', 'Chairman', 'and', 'CEO', 'of', 'the', 'world', 's', 'largest', 'publicly-traded', 'logistics', 'company', ',', 'and', 'given', 'his', 'knowledge', 'and', 'passion', 'for', 'emerging', 'markets', 'and', 'international', 'operations', ',', 'deep', 'understanding', 'of', 'public', 'policy', 'and', 'global', 'economic', 'indicators', ',', 'and', 'expertise', 'in', 'management', ',', 'strategy', ',', 'finance', 'and', 'operations', ',', 'Mr.', 'Davis', 'brings', 'to', 'our', 'Board', 'his', 'unique', 'expertise', 'in', 'supply', 'chain', 'logistics', 'at', 'a', 'time', 'of', 'rapid', 'global', 'expansion', 'in', 'the', 'healthcare', 'industry', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	25.0	JOHNSON & JOHNSON
['Background', ':', 'Director', 'since', '2014', '.']	['O', 'O', 'B-TITLE', 'O', 'B-DATE', 'O']	25.0	JOHNSON & JOHNSON
['Mr.', 'Davis', ',', 'age', '67', ',', 'served', 'as', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', 'of', 'United', 'Parcel', 'Service', ',', 'Inc.', '(', 'UPS', ')', '(', 'shipment', 'and', 'logistics', ')', 'from', '2008', 'to', '2014', ',', 'and', 'as', 'Chairman', 'from', '2014', 'to', '2016', '.']	['O', 'B-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']	25.0	JOHNSON & JOHNSON
['Previously', ',', 'Mr.', 'Davis', 'held', 'various', 'leadership', 'positions', 'with', 'UPS', ',', 'primarily', 'in', 'the', 'finance', 'and', 'accounting', 'area', ',', 'including', 'Vice', 'Chairman', 'and', 'Chief', 'Financial', 'Officer', '.']	['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']	25.0	JOHNSON & JOHNSON
['Prior', 'to', 'joining', 'UPS', ',', 'he', 'was', 'Chief', 'Executive', 'Officer', 'of', 'II', 'Morrow', 'Inc.', ',', 'a', 'developer', 'of', 'general', 'aviation', 'and', 'marine', 'navigation', 'instruments', '.']	['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	25.0	JOHNSON & JOHNSON
['Mr.', 'Davis', 'is', 'a', 'Certified', 'Public', 'Accountant', '.']	['O', 'B-PERSON', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']	25.0	JOHNSON & JOHNSON
['He', 'previously', 'served', 'on', 'the', 'Board', 'of', 'the', 'Federal', 'Reserve', 'Bank', 'of', 'Atlanta', 'from', '2003', 'to', '2009', ',', 'serving', 'as', 'Chairman', 'in', '2009', '.']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-GPE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-DATE', 'O']	25.0	JOHNSON & JOHNSON
['Mr.', 'Davis', 'is', 'a', 'trustee', 'of', 'the', 'Annie', 'E.', 'Casey', 'Foundation', 'and', 'a', 'member', 'of', 'The', 'Carter', 'Center', 'Board', 'of', 'Councilors', '.']	['O', 'B-PERSON', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	25.0	JOHNSON & JOHNSON
['Current', 'Committees', ':', 'Chairman', ',', 'Audit', '.']	['O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'O']	25.0	JOHNSON & JOHNSON
['Member', ',', 'Compensation', '&', 'Benefits', '.']	['B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	25.0	JOHNSON & JOHNSON
['Other', 'Public', 'Board', 'Service', ':', 'Honeywell', 'International', ',', 'Inc.', '(', 'since', '2005', ')', '.']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O', 'O']	25.0	JOHNSON & JOHNSON
['Recent', 'Past', 'Public', 'Board', 'Service', ':', 'United', 'Parcel', 'Service', ',', 'Inc.', '(', '2008—2016', ')', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O', 'O']	25.0	JOHNSON & JOHNSON
['EndoChoice', ',', 'Inc.', '(', '2014—2016', ')']	['B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O']	25.0	JOHNSON & JOHNSON
['IAN', 'E.', 'L.', 'DAVIS', '-', 'Independent', 'Director', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-TITLE', 'I-TITLE', 'O']	26.0	JOHNSON & JOHNSON
['Primary', 'Occupation', ':', 'Chairman', ',', 'Rolls-Royce', 'Holdings', 'plc', ';', 'Former', 'Chairman', 'and', 'Worldwide', 'Managing', 'Director', ',', 'McKinsey', '&', 'Company', '.']	['O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	26.0	JOHNSON & JOHNSON
['Skills', 'and', 'Qualifications', ':', 'Having', 'served', 'as', 'Chairman', 'and', 'Worldwide', 'Managing', 'Director', 'of', 'one', 'of', 'the', 'world', 's', 'leading', 'management', 'consulting', 'firms', ',', 'and', 'as', 'a', 'consultant', 'to', 'a', 'range', 'of', 'global', 'organizations', 'across', 'the', 'public', ',', 'private', 'and', 'not-for-profit', 'sectors', ',', 'Mr.', 'Davis', 'brings', 'considerable', 'global', 'experience', ',', 'management', 'insight', 'and', 'business', 'knowledge', 'to', 'our', 'Board', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']	26.0	JOHNSON & JOHNSON
['Background', ':', 'Director', 'since', '2010', '.']	['O', 'O', 'B-TITLE', 'O', 'B-DATE', 'O']	26.0	JOHNSON & JOHNSON
['Mr.', 'Davis', ',', 'age', '68', ',', 'is', 'currently', 'non-executive', 'Chairman', ',', 'Rolls-Royce', 'Holdings', 'plc', '.']	['O', 'B-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	26.0	JOHNSON & JOHNSON
['Mr.', 'Davis', 'retired', 'from', 'McKinsey', '&', 'Company', '(', 'management', 'consulting', ')', 'in', '2010', 'as', 'a', 'Senior', 'Partner', ',', 'having', 'served', 'as', 'Chairman', 'and', 'Worldwide', 'Managing', 'Director', 'from', '2003', 'until', '2009', '.']	['O', 'B-PERSON', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']	26.0	JOHNSON & JOHNSON
['In', 'his', 'more', 'than', '30', 'years', 'at', 'McKinsey', ',', 'he', 'served', 'as', 'a', 'consultant', 'to', 'a', 'range', 'of', 'global', 'organizations', 'across', 'the', 'public', ',', 'private', 'and', 'not-for-profit', 'sectors', '.']	['O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	26.0	JOHNSON & JOHNSON
['Prior', 'to', 'becoming', 'Chairman', 'and', 'Worldwide', 'Managing', 'Director', ',', 'he', 'was', 'Managing', 'Partner', 'of', 'McKinsey', 's', 'practice', 'in', 'the', 'United', 'Kingdom', 'and', 'Ireland', '.']	['O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'O']	26.0	JOHNSON & JOHNSON
['His', 'experience', 'included', 'oversight', 'for', 'McKinsey', 'clients', 'and', 'services', 'in', 'Asia', ',', 'Europe', ',', 'the', 'Middle', 'East', 'and', 'Africa', ',', 'as', 'well', 'as', 'expertise', 'in', 'the', 'consumer', 'products', 'and', 'retail', 'industries', '.']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	26.0	JOHNSON & JOHNSON
['Mr.', 'Davis', 'is', 'a', 'Director', 'of', 'Teach', 'for', 'All', ',', 'Inc.', ',', 'a', 'global', 'network', 'of', 'independent', 'social', 'enterprises', 'working', 'to', 'expand', 'educational', 'opportunities', 'in', 'their', 'nations', ';', 'BP', 'plc.', ',', 'a', 'global', 'energy', 'group', ';', 'and', 'Majid', 'Al', 'Futtaim', 'Holding', 'LLC', ';', 'and', 'a', 'Senior', 'Advisor', 'at', 'Apax', 'Partners', ',', 'a', 'private', 'equity', 'firm', '.']	['O', 'B-PERSON', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']	26.0	JOHNSON & JOHNSON
['Current', 'Committees', ':', 'Member', ',', 'Audit', '.']	['O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'O']	26.0	JOHNSON & JOHNSON
['Member', ',', 'Regulatory', 'Compliance', '.']	['B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O']	26.0	JOHNSON & JOHNSON
['Other', 'Public', 'Board', 'Service', ':', 'BP', ',', 'plc', '(', 'since', '2010', ')', '.']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O', 'O']	26.0	JOHNSON & JOHNSON
['Rolls-Royce', 'Holdings', 'plc', '(', 'since', '2013', ')', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O', 'O']	26.0	JOHNSON & JOHNSON
['ALEX', 'GORSKY', '-', 'Management', '.']	['B-PERSON', 'I-PERSON', 'O', 'B-TITLE', 'O']	27.0	JOHNSON & JOHNSON
['Primary', 'Occupation', ':', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', ',', 'Johnson', '&', 'Johnson', '.']	['O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	27.0	JOHNSON & JOHNSON
['Skills', 'and', 'Qualifications', ':', 'Having', 'started', 'his', 'career', 'at', 'Johnson', '&', 'Johnson', 'in', '1988', 'and', 'having', 'been', 'promoted', 'to', 'positions', 'of', 'increasing', 'responsibility', 'across', 'business', 'segments', ',', 'culminating', 'in', 'his', 'appointment', 'to', 'CEO', 'and', 'election', 'to', 'our', 'Board', 'of', 'Directors', 'in', '2012', ',', 'Mr.', 'Gorsky', 'brings', 'a', 'full', 'range', 'of', 'strategic', 'management', 'expertise', ',', 'a', 'broad', 'understanding', 'of', 'the', 'issues', 'facing', 'a', 'multinational', 'business', 'in', 'the', 'healthcare', 'industry', ',', 'and', 'an', 'in-depth', 'knowledge', 'of', 'the', 'company', 's', 'business', ',', 'history', 'and', 'culture', 'to', 'our', 'Board', 'and', 'the', 'Chairman', 'position', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-TITLE', 'O', 'O']	27.0	JOHNSON & JOHNSON
['MARILLYN', 'A.', 'HEWSON', '-', 'Independent', 'Director', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-TITLE', 'I-TITLE', 'O']	28.0	JOHNSON & JOHNSON
['Primary', 'Occupation', ':', 'Chairman', ',', 'President', 'and', 'Chief', 'Executive', 'Officer', ',', 'Lockheed', 'Martin', 'Corporation', '.']	['O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	28.0	JOHNSON & JOHNSON
