Foods,I-ORG
Greater,I-ORG
China,I-ORG
from,O
2006,B-DATE
to,I-DATE
2008,I-DATE
.,O
,
Ms.,O
Young-Scrivner,B-PERSON
holds,O
a,O
B.A,B-PRODUCT
.,O
from,O
the,O
Foster,B-ORG
School,I-ORG
of,I-ORG
Business,I-ORG
",",O
University,B-ORG
of,I-ORG
Washington,I-ORG
and,O
an,O
Executive,B-PRODUCT
M.B.A.,I-PRODUCT
from,O
the,O
Carlson,B-ORG
School,I-ORG
of,I-ORG
Business,I-ORG
",",O
University,B-ORG
of,I-ORG
Minnesota,I-ORG
.,O
,
Ms.,O
Young-Scrivner,B-PERSON
also,O
served,O
on,O
the,O
Board,B-TITLE
of,I-TITLE
Directors,I-TITLE
of,O
the,O
following,O
public,O
company,O
during,O
the,O
past,B-DATE
five,I-DATE
years,I-DATE
:,O
Macy,B-ORG
's,I-ORG
Inc.,I-ORG
Key,O
Skills,O
:,O
omnichannel,O
brand,O
management,O
",",O
digital,O
marketing,O
",",O
global,O
management,O
",",O
consumer,O
insights,O
and,O
data,O
analytics,O
",",O
and,O
strategic,O
planning,O
.,O
,
SAMUEL,B-PERSON
R.,I-PERSON
ALLEN,I-PERSON
-,O
Mr.,O
Allen,B-PERSON
",",O
65,B-DATE
",",O
has,O
served,O
as,O
a,O
director,B-TITLE
since,O
2010,B-DATE
.,O
,
Mr.,O
Allen,B-PERSON
has,O
been,O
Chairman,B-TITLE
and,O
Chief,B-TITLE
Executive,I-TITLE
Officer,I-TITLE
of,O
Deere,B-ORG
&,I-ORG
Co.,I-ORG
",",O
a,O
farm,O
machinery,O
and,O
equipment,O
company,O
",",O
since,O
2010,B-DATE
",",O
and,O
a,O
director,B-TITLE
since,O
2009,B-DATE
.,O
,
Mr.,O
Allen,B-PERSON
joined,O
Deere,B-ORG
&,I-ORG
Co.,I-ORG
in,O
1975,B-DATE
and,O
since,O
that,O
time,O
has,O
held,O
positions,O
of,O
increasing,O
responsibility,O
.,O
,
Committees,O
:,O
Corporate,B-ORG
Governance,I-ORG
and,I-ORG
Nominating,I-ORG
(,O
chair,B-TITLE
),O
;,O
Human,B-ORG
Resources,I-ORG
.,O
,
GREG,B-PERSON
CREED,I-PERSON
-,O
Mr.,O
Creed,B-PERSON
",",O
61,B-DATE
",",O
has,O
served,O
as,O
a,O
director,B-TITLE
since,O
2017,B-DATE
.,O
,
Mr.,O
Creed,B-PERSON
has,O
been,O
Chief,B-TITLE
Executive,I-TITLE
Officer,I-TITLE
of,O
Yum,B-ORG
!,I-ORG
Brands,I-ORG
",",I-ORG
Inc.,I-ORG
",",O
a,O
leading,O
operator,O
of,O
quick,O
service,O
restaurants,O
",",O
since,O
2015,B-DATE
.,O
,
He,O
served,O
as,O
Chief,B-TITLE
Executive,I-TITLE
Officer,I-TITLE
of,O
Taco,B-ORG
Bell,I-ORG
Division,I-ORG
from,O
2011,B-DATE
to,I-DATE
2014,I-DATE
",",O
and,O
as,O
President,B-TITLE
and,O
Chief,B-TITLE
Concept,I-TITLE
Officer,I-TITLE
of,O
Taco,B-ORG
Bell,I-ORG
U.S.,I-ORG
from,O
2007,B-DATE
to,I-DATE
2011,I-DATE
after,O
holding,O
other,O
positions,O
of,O
increasing,O
responsibility,O
with,O
the,O
company,O
since,O
1994,B-DATE
.,O
,
Mr.,O
Creed,B-PERSON
has,O
served,O
as,O
a,O
director,B-TITLE
of,O
Yum,B-ORG
!,I-ORG
since,O
2014,B-DATE
and,O
previously,O
served,O
as,O
a,O
director,B-TITLE
of,O
International,B-ORG
Game,I-ORG
Technology,I-ORG
from,O
2010,B-DATE
to,I-DATE
2015,I-DATE
.,O
,
Committees,O
:,O
Human,B-ORG
Resources,I-ORG
;,O
Finance,B-ORG
.,O
,
DIANE,B-PERSON
M.,I-PERSON
DIETZ,I-PERSON
-,O
Ms.,O
Dietz,B-PERSON
",",O
53,B-DATE
",",O
has,O
served,O
as,O
a,O
director,B-TITLE
since,O
2013,B-DATE
.,O
,
Ms.,O
Dietz,B-PERSON
has,O
been,O
the,O
President,B-TITLE
and,O
Chief,B-TITLE
Executive,I-TITLE
Officer,I-TITLE
of,O
Rodan,B-ORG
&,I-ORG
Fields,I-ORG
",",I-ORG
LLC,I-ORG
",",O
a,O
leading,O
premium,O
skincare,O
company,O
",",O
since,O
2016,B-DATE
.,O
,
Ms.,O
Dietz,B-PERSON
served,O
as,O
Executive,B-TITLE
Vice,I-TITLE
President,I-TITLE
and,O
Chief,B-TITLE
Marketing,I-TITLE
Officer,I-TITLE
of,O
Safeway,B-ORG
",",I-ORG
Inc.,I-ORG
",",O
a,O
leading,O
food,O
and,O
drug,O
retailer,O
",",O
from,O
2008,B-DATE
to,I-DATE
2015,I-DATE
.,O
,
Prior,O
to,O
joining,O
Safeway,B-ORG
",",I-ORG
Inc.,I-ORG
",",O
Ms.,O
Dietz,B-PERSON
held,O
positions,O
of,O
increasing,O
responsibility,O
with,O
Procter,B-ORG
&,I-ORG
Gamble,I-ORG
from,O
1989,B-DATE
through,I-DATE
2008,I-DATE
.,O
,
Committees,O
:,O
Corporate,B-ORG
Governance,I-ORG
and,I-ORG
Nominating,I-ORG
;,O
Human,B-ORG
Resources,I-ORG
.,O
,
GERRI,B-PERSON
T.,I-PERSON
ELLIOTT,I-PERSON
-,O
Ms.,O
Elliott,B-PERSON
",",O
62,B-DATE
",",O
has,O
served,O
as,O
a,O
director,B-TITLE
since,O
2014,B-DATE
.,O
,
Ms.,O
Elliott,B-PERSON
has,O
served,O
as,O
the,O
Executive,B-TITLE
Vice,I-TITLE
President,I-TITLE
and,O
Chief,B-TITLE
Sales,I-TITLE
and,I-TITLE
Marketing,I-TITLE
Officer,I-TITLE
of,O
Cisco,B-ORG
Systems,I-ORG
",",I-ORG
Inc.,I-ORG
since,O
April,B-DATE
2018,I-DATE
.,O
,
Ms.,O
Elliott,B-PERSON
previously,O
served,O
as,O
the,O
Executive,B-TITLE
Vice,I-TITLE
President,I-TITLE
",",O
Strategic,B-TITLE
Advisor,I-TITLE
and,O
Chief,B-TITLE
Customer,I-TITLE
Officer,I-TITLE
of,O
Juniper,B-ORG
Networks,I-ORG
",",O
a,O
producer,O
of,O
high-performance,O
networking,O
equipment,O
",",O
from,O
2013,B-DATE
to,I-DATE
2014,I-DATE
.,O
,
Ms.,O
Elliott,B-PERSON
began,O
her,O
employment,O
with,O
Juniper,B-ORG
Networks,I-ORG
in,O
2009,B-DATE
and,O
held,O
positions,O
of,O
increasing,O
responsibility,O
with,O
the,O
company,O
through,O
2014,B-DATE
.,O
,
Before,O
joining,O
Juniper,B-ORG
Networks,I-ORG
",",O
Ms.,O
Elliott,B-PERSON
was,O
at,O
Microsoft,B-ORG
Corporation,I-ORG
",",O
where,O
she,O
was,O
Corporate,B-TITLE
Vice,I-TITLE
President,I-TITLE
",",O
Worldwide,B-ORG
Public,I-ORG
Sector,I-ORG
Organization,I-ORG
from,O
2004,B-DATE
to,I-DATE
2008,I-DATE
.,O
,
Prior,O
to,O
joining,O
Microsoft,B-ORG
Corporation,I-ORG
",",O
Ms.,O
Elliott,B-PERSON
spent,O
22,B-DATE
years,I-DATE
at,O
IBM,B-ORG
Corporation,I-ORG
",",O
where,O
she,O
held,O
several,O
senior,O
executive,O
positions,O
in,O
the,O
U.S.,B-GPE
and,O
internationally,O
.,O
,
Ms.,O
Elliott,B-PERSON
was,O
previously,O
a,O
director,B-TITLE
of,O
Bed,B-ORG
Bath,I-ORG
&,I-ORG
Beyond,I-ORG
",",I-ORG
Inc.,I-ORG
(,O
2014,B-DATE
to,I-DATE
2017,I-DATE
),O
",",O
Imperva,B-ORG
",",I-ORG
Inc.,I-ORG
(,O
2015,B-DATE
to,I-DATE
2018,I-DATE
),O
",",O
Marvell,B-ORG
Technology,I-ORG
Group,I-ORG
Ltd.,I-ORG
(,O
2017,B-DATE
to,I-DATE
2018,I-DATE
),O
",",O
and,O
Mimecast,B-ORG
Limited,I-ORG
(,O
2017,B-DATE
to,I-DATE
2018,I-DATE
),O
.,O
,
Committees,O
:,O
Audit,B-ORG
;,O
Finance,B-ORG
.,O
,
MICHAEL,B-PERSON
F.,I-PERSON
JOHNSTON,I-PERSON
-,O
Mr.,O
Johnston,B-PERSON
",",O
71,B-DATE
",",O
has,O
served,O
as,O
a,O
director,B-TITLE
since,O
2003,B-DATE
.,O
,
Mr.,O
Johnston,B-PERSON
retired,O
from,O
Visteon,B-ORG
Corporation,I-ORG
",",O
an,O
automotive,O
components,O
supplier,O
",",O
in,O
2008,B-DATE
.,O
,
At,O
Visteon,B-ORG
",",O
he,O
served,O
as,O
Chairman,B-TITLE
of,O
the,O
Board,B-ORG
and,O
Chief,B-TITLE
Executive,I-TITLE
Officer,I-TITLE
",",O
President,B-TITLE
",",O
and,O
Chief,B-TITLE
Operating,I-TITLE
Officer,I-TITLE
at,O
various,O
times,O
since,B-DATE
2000,I-DATE
.,O
,
In,O
May,B-DATE
2009,I-DATE
",",O
Visteon,B-ORG
filed,O
for,O
voluntary,O
reorganization,O
under,O
Chapter,B-LAW
11,I-LAW
of,O
the,O
U.S.,B-LAW
Bankruptcy,I-LAW
Code,I-LAW
.,O
,
Before,O
joining,O
Visteon,B-ORG
",",O
Mr.,O
Johnston,B-PERSON
held,O
various,O
positions,O
in,O
the,O
automotive,O
and,O
building,O
services,O
industry,O
.,O
,
Mr.,O
Johnston,B-PERSON
is,O
also,O
a,O
director,B-TITLE
of,O
Armstrong,B-ORG
Flooring,I-ORG
",",I-ORG
Inc.,I-ORG
(,O
since,O
2016,B-DATE
),O
and,O
Dover,B-ORG
Corporation,I-ORG
(,O
since,O
2013,B-DATE
),O
",",O
and,O
previously,O
served,O
as,O
a,O
director,B-TITLE
of,O
Armstrong,B-ORG
World,I-ORG
Industries,I-ORG
",",I-ORG
Inc.,I-ORG
(,O
2010,B-DATE
to,I-DATE
2016,I-DATE
),O
",",O
and,O
Flowserve,B-ORG
Corporation,I-ORG
(,O
1997,B-DATE
to,I-DATE
2013,I-DATE
),O
.,O
,
Committees,O
:,O
Audit,B-ORG
;,O
Human,B-ORG
Resources,I-ORG
(,O
chair,B-TITLE
),O
.,O
,
JOHN,B-PERSON
D.,I-PERSON
LIU,I-PERSON
-,O
Mr.,O
Liu,B-PERSON
",",O
50,B-DATE
",",O
has,O
served,O
as,O
a,O
director,B-TITLE
since,O
2010,B-DATE
.,O
,
Mr.,O
Liu,B-PERSON
has,O
been,O
the,O
Chief,B-TITLE
Executive,I-TITLE
Officer,I-TITLE
of,O
Essex,B-ORG
Equity,I-ORG
Management,I-ORG
",",O
a,O
financial,O
services,O
company,O
",",O
and,O
Managing,B-TITLE
Partner,I-TITLE
of,O
Richmond,B-ORG
Hill,I-ORG
Investments,I-ORG
",",O
an,O
investment,O
management,O
firm,O
",",O
since,O
2008,B-DATE
.,O
,
Prior,O
to,O
that,O
time,O
",",O
Mr.,O
Liu,B-PERSON
was,O
employed,O
for,O
12,B-DATE
years,I-DATE
by,O
Greenhill,B-ORG
&,I-ORG
Co.,I-ORG
Inc.,I-ORG
",",O
a,O
global,O
investment,O
banking,O
firm,O
",",O
in,O
positions,O
of,O
increasing,O
responsibility,O
including,O
Chief,B-TITLE
Financial,I-TITLE
Officer,I-TITLE
.,O
,
Mr.,O
Liu,B-PERSON
has,O
served,O
as,O
a,O
director,B-TITLE
of,O
Greenhill,B-ORG
&,I-ORG
Co.,I-ORG
since,O
2017,B-DATE
.,O
,
Committees,O
:,O
Audit,B-ORG
;,O
Finance,B-ORG
.,O
,
JAMES,B-PERSON
M.,I-PERSON
LOREE,I-PERSON
-,O
Mr.,O
Loree,B-PERSON
",",O
60,B-DATE
",",O
has,O
served,O
as,O
a,O
director,B-TITLE
since,O
2017,B-DATE
.,O
,
Mr.,O
Loree,B-PERSON
has,O
been,O
President,B-TITLE
and,O
Chief,B-TITLE
Executive,I-TITLE
Officer,I-TITLE
of,O
Stanley,B-ORG
Black,I-ORG
&,I-ORG
Decker,I-ORG
",",I-ORG
Inc.,I-ORG
",",O
a,O
leading,O
industrial,O
and,O
consumer,O
products,O
company,O
",",O
since,O
2016,B-DATE
.,O
,
Prior,O
to,O
this,O
",",O
he,O
served,O
as,O
President,B-TITLE
and,O
Chief,B-TITLE
Operating,I-TITLE
Officer,I-TITLE
of,O
the,O
company,O
from,O
2013,B-DATE
to,I-DATE
2016,I-DATE
",",O
Chief,B-TITLE
Operating,I-TITLE
Officer,I-TITLE
from,O
2009,B-DATE
to,I-DATE
2013,I-DATE
",",O
Executive,B-TITLE
Vice,I-TITLE
President,I-TITLE
and,O
Chief,B-TITLE
Financial,I-TITLE
Officer,I-TITLE
from,O
2002,B-DATE
to,I-DATE
2009,I-DATE
",",O
and,O
Vice,B-TITLE
President,I-TITLE
and,O
Chief,B-TITLE
Financial,I-TITLE
Officer,I-TITLE
from,O
1999,B-DATE
to,I-DATE
2002,I-DATE
.,O
,
Prior,O
to,O
joining,O
Stanley,B-ORG
Black,I-ORG
&,I-ORG
Decker,I-ORG
",",O
Mr.,O
Loree,B-PERSON
held,O
positions,O
of,O
increasing,O
responsibility,O
in,O
financial,O
and,O
operating,O
management,O
in,O
business,O
",",O
corporate,O
and,O
financial,O
services,O
at,O
General,B-ORG
Electric,I-ORG
from,O
1980,B-DATE
to,I-DATE
1999,I-DATE
.,O
,
Mr.,O
Loree,B-PERSON
has,O
served,O
as,O
a,O
director,B-TITLE
of,O
Stanley,B-ORG
Black,I-ORG
&,I-ORG
Decker,I-ORG
since,B-DATE
2016,I-DATE
",",O
and,O
previously,O
served,O
on,O
the,O
board,B-ORG
of,O
Harsco,B-ORG
Corporation,I-ORG
from,O
2010,B-DATE
to,I-DATE
2016,I-DATE
and,O
as,O
chairman,B-TITLE
of,O
Harsco,B-ORG
's,O
Audit,B-ORG
Committee,I-ORG
from,O
2012,B-DATE
to,I-DATE
2016,I-DATE
.,O
,
Committees,O
:,O
Audit,B-ORG
;,O
Corporate,B-ORG
Governance,I-ORG
and,I-ORG
Nominating,I-ORG
.,O
,
HARISH,B-PERSON
MANWANI,I-PERSON
-,O
Mr.,O
Manwani,B-PERSON
",",O
65,B-DATE
",",O
has,O
served,O
as,O
a,O
director,B-TITLE
since,O
2011,B-DATE
.,O
,
Mr.,O
Manwani,B-PERSON
is,O
a,O
Senior,B-TITLE
Operating,I-TITLE
Partner,I-TITLE
for,O
Blackstone,B-ORG
Group,I-ORG
",",O
having,O
served,O
with,O
Blackstone,B-ORG
since,O
2015,B-DATE
.,O
,
Mr.,O
Manwani,B-PERSON
is,O
the,O
former,O
Chief,B-TITLE
Operating,I-TITLE
Officer,I-TITLE
of,O
Unilever,B-ORG
",",O
a,O
global,O
consumer,O
product,O
brands,O
company,O
",",O
a,O
position,O
he,O
was,O
appointed,O
to,O
in,O
2011,B-DATE
and,O
held,O
until,O
his,O
retirement,O
in,O
2014,B-DATE
.,O
,
Mr.,O
Manwani,B-PERSON
is,O
also,O
a,O
director,B-TITLE
of,O
Gilead,B-ORG
Sciences,I-ORG
",",I-ORG
Inc.,I-ORG
(,O
since,O
May,B-DATE
2018,I-DATE
),O
",",O
Qualcomm,B-ORG
Inc.,I-ORG
(,O
since,O
2014,B-DATE
),O
and,O
Nielsen,B-ORG
Holdings,I-ORG
plc,I-ORG
(,O
since,O
2015,B-DATE
),O
.,O
,
Mr.,O
Manwani,B-PERSON
previously,O
served,O
as,O
the,O
non-executive,B-TITLE
Chairman,I-TITLE
of,O
Hindustan,B-ORG
Unilever,I-ORG
Limited,I-ORG
(,O
2005,B-DATE
to,I-DATE
2018,I-DATE
),O
and,O
as,O
a,O
director,B-TITLE
of,O
Pearson,B-ORG
plc,I-ORG
(,O
2013,B-DATE
to,I-DATE
2018,I-DATE
),O
.,O
,
Committees,O
:,O
Corporate,B-ORG
Governance,I-ORG
and,I-ORG
Nominating,I-ORG
;,O
Human,B-ORG
Resources,I-ORG
.,O
,
LARRY,B-PERSON
O.,I-PERSON
SPENCER,I-PERSON
-,O
Spencer,B-PERSON
",",O
65,B-DATE
",",O
has,O
served,O
as,O
a,O
director,B-TITLE
since,O
2016,B-DATE
.,O
,
General,B-TITLE
Spencer,B-PERSON
served,O
until,O
March,B-DATE
1,I-DATE
",",I-DATE
2019,I-DATE
as,O
President,B-TITLE
of,O
the,O
Air,B-ORG
Force,I-ORG
Association,I-ORG
",",O
a,O
position,O
he,O
held,O
since,O
his,O
retirement,O
as,O
a,O
four-star,B-TITLE
general,I-TITLE
in,O
2015,B-DATE
after,O
serving,O
44,B-DATE
years,I-DATE
with,O
the,O
United,B-ORG
States,I-ORG
Air,I-ORG
Force,I-ORG
.,O
,
General,B-TITLE
Spencer,B-PERSON
held,O
positions,O
of,O
increasing,O
responsibility,O
with,O
the,O
Air,B-ORG
Force,I-ORG
",",O
which,O
included,O
Vice,B-TITLE
Chief,I-TITLE
of,I-TITLE
Staff,I-TITLE
",",O
the,O
second,B-ORDINAL
highest-ranking,O
military,O
member,O
in,O
the,O
Air,B-ORG
Force,I-ORG
.,O
,
General,B-TITLE
Spencer,B-PERSON
was,O
the,O
first,B-ORDINAL
Air,B-TITLE
Force,I-TITLE
officer,I-TITLE
to,O
serve,O
as,O
the,O
Assistant,B-TITLE
Chief,I-TITLE
of,I-TITLE
Staff,I-TITLE
in,O
the,O
White,B-ORG
House,I-ORG
Military,I-ORG
Office,I-ORG
and,O
he,O
served,O
as,O
Chief,B-TITLE
Financial,I-TITLE
Officer,I-TITLE
and,O
then,O
Director,B-TITLE
of,O
Mission,B-ORG
Support,I-ORG
at,O
a,O
major,O
command,O
.,O
,
General,B-TITLE
Spencer,B-PERSON
is,O
also,O
a,O
director,B-TITLE
of,O
Triumph,B-ORG
Group,I-ORG
",",I-ORG
Inc.,I-ORG
(,O
since,O
2018,B-DATE
),O
.,O
,
Committees,O
:,O
Corporate,B-ORG
Governance,I-ORG
and,I-ORG
Nominating,I-ORG
;,O
Finance,B-ORG
.,O
,
MICHAEL,B-PERSON
D.,I-PERSON
WHITE,I-PERSON
-,O
Mr.,O
White,B-PERSON
",",O
67,B-DATE
",",O
has,O
served,O
as,O
a,O
director,B-TITLE
since,O
2004,B-DATE
.,O
,
Mr.,O
White,B-PERSON
served,O
as,O
an,O
Advisory,B-TITLE
Partner,I-TITLE
for,O
Trian,B-ORG
Fund,I-ORG
Management,I-ORG
",",I-ORG
L.P.,I-ORG
from,O
2016,B-DATE
to,I-DATE
2017,I-DATE
",",O
and,O
was,O
the,O
Chairman,B-TITLE
",",O
President,B-TITLE
and,O
Chief,B-TITLE
Executive,I-TITLE
Officer,I-TITLE
of,O
DIRECTV,B-ORG
",",O
a,O
leading,O
provider,O
of,O
digital,O
television,O
entertainment,O
services,O
",",O
from,O
2010,B-DATE
until,O
his,O
retirement,O
in,O
2015,B-DATE
.,O
,
He,O
also,O
served,O
as,O
a,O
director,B-TITLE
of,O
the,O
company,O
from,O
2009,B-DATE
until,I-DATE
2015,I-DATE
.,O
,
From,O
2003,B-DATE
until,I-DATE
2009,I-DATE
",",O
Mr.,O
White,B-PERSON
was,O
Chief,B-TITLE
Executive,I-TITLE
Officer,I-TITLE
of,O
PepsiCo,B-ORG
International,I-ORG
",",O
and,O
Vice,B-TITLE
Chairman,I-TITLE
",",O
PepsiCo,B-ORG
",",I-ORG
Inc.,I-ORG
after,O
holding,O
positions,O
of,O
increasing,O
responsibility,O
with,O
PepsiCo,B-ORG
since,O
1990,B-DATE
.,O
,
Mr.,O
White,B-PERSON
is,O
also,O
a,O
director,B-TITLE
of,O
Kimberly-Clark,B-ORG
Corporation,I-ORG
(,O
since,O
2015,B-DATE
),O
and,O
Bank,B-ORG
of,I-ORG
America,I-ORG
Corporation,I-ORG
(,O
since,O
2016,B-DATE
),O
.,O
,
Committees,O
:,O
Audit,B-ORG
(,O
chair,B-TITLE
),O
;,O
Corporate,B-ORG
Governance,I-ORG
and,I-ORG
Nominating,I-ORG
.,O
,
Patricia,B-PERSON
M.,I-PERSON
Bedient,I-PERSON
",",O
65,B-DATE
.,O
,
Former,B-TITLE
Executive,I-TITLE
Vice,I-TITLE
President,I-TITLE
and,O
CFO,B-TITLE
",",O
The,B-ORG
Weyerhaeuser,I-ORG
Company,I-ORG
.,O
,
Director,B-TITLE
of,O
Alaska,B-ORG
Air,I-ORG
Group,I-ORG
since,O
2004,B-DATE
.,O
,
Lead,B-TITLE
Independent,I-TITLE
Director,I-TITLE
.,O
,
Audit,B-ORG
Committee,I-ORG
.,O
,
Governance,B-ORG
and,I-ORG
Nominating,I-ORG
Committee,I-ORG
.,O
,
Qualifications,O
:,O
Financial,O
Expertise,O
.,O
,
Strategic,O
Planning,O
Experience,O
.,O
,
Public,O
Accounting,O
Experience,O
.,O
,
Mergers,O
and,O
Acquisitions,O
Experience,O
.,O
,
Professional,O
Highlights,O
:,O
Ms.,O
Bedient,B-PERSON
was,O
executive,B-TITLE
vice,I-TITLE
president,I-TITLE
(,O
until,O
July,B-DATE
2016,I-DATE
),O
for,O
The,B-ORG
Weyerhaeuser,I-ORG
Company,I-ORG
",",O
a,O
publicly,O
traded,O
company,O
and,O
one,O
of,O
the,O
world,O
',O
s,O
largest,O
integrated,O
forest,O
products,O
companies,O
.,O
,
She,O
was,O
the,O
company,O
',O
s,O
CFO,B-TITLE
until,O
February,B-DATE
2016,I-DATE
.,O
,
A,O
certified,B-TITLE
public,I-TITLE
accountant,I-TITLE
(,O
CPA,B-TITLE
),O
since,O
1978,B-DATE
",",O
she,O
served,O
as,O
managing,B-TITLE
partner,I-TITLE
of,O
the,O
Seattle,B-GPE
office,O
of,O
Arthur,B-ORG
Andersen,I-ORG
LLP,I-ORG
prior,O
to,O
joining,O
Weyerhaeuser,B-ORG
.,O
,
Ms.,O
Bedient,B-PERSON
also,O
worked,O
at,O
Andersen,B-ORG
',O
s,O
Portland,B-GPE
and,O
Boise,B-GPE
offices,O
as,O
a,O
partner,B-TITLE
and,O
as,O
a,O
CPA,B-TITLE
during,O
her,O
27-year,B-DATE
career,O
with,O
the,O
firm,O
.,O
,
She,O
is,O
a,O
member,B-TITLE
of,O
the,O
American,B-ORG
Institute,I-ORG
of,I-ORG
CPAs,I-ORG
and,O
the,O
Washington,B-ORG
Society,I-ORG
of,I-ORG
CPAs,I-ORG
.,O
,
Current,O
Public,O
Company,O
Board,O
Service,O
:,O
Suncor,B-ORG
Energy,I-ORG
",",I-ORG
Inc.,I-ORG
Park,B-ORG
Hotels,I-ORG
and,I-ORG
Resorts,I-ORG
.,O
,
Current,O
Non-Public,O
Company,O
Board,O
Service,O
:,O
Alaska,B-ORG
Airlines,I-ORG
and,O
Horizon,B-ORG
Air,I-ORG
(,O
subsidiaries,O
of,O
Alaska,B-ORG
Air,I-ORG
Group,I-ORG
),O
.,O
,
Overlake,B-ORG
Hospital,I-ORG
Medical,I-ORG
Center,I-ORG
Board,I-ORG
of,I-ORG
Trustees,I-ORG
.,O
,
Oregon,B-ORG
State,I-ORG
University,I-ORG
Board,I-ORG
of,I-ORG
Trustees,I-ORG
.,O
,
University,B-ORG
of,I-ORG
Washington,I-ORG
Foster,I-ORG
School,I-ORG
of,I-ORG
Business,I-ORG
Advisory,I-ORG
Board,I-ORG
.,O
,
Education,O
:,O
BS,B-PRODUCT
",",O
Oregon,B-ORG
State,I-ORG
University,I-ORG
.,O
,
James,B-PERSON
A,I-PERSON
.,I-PERSON
Beer,I-PERSON
",",O
58,B-DATE
.,O
,
CFO,B-TITLE
",",O
Atlassian,B-ORG
Corporation,I-ORG
.,O
,
Director,B-TITLE
of,O
Alaska,B-ORG
Air,I-ORG
Group,I-ORG
since,O
2017,B-DATE
.,O
,
Compensation,B-ORG
and,I-ORG
Leadership,I-ORG
Development,I-ORG
Committee,I-ORG
.,O
,
Safety,B-ORG
Committee,I-ORG
.,O
,
Qualifications,O
:,O
Financial,O
Expertise,O
.,O
,
Aviation,O
Industry,O
Expertise,O
.,O
,
Strategic,O
Planning,O
Experience,O
.,O
,
Technology,O
Experience,O
.,O
,
Professional,O
Highlights,O
:,O
Mr.,O
Beer,B-PERSON
joined,O
Atlassian,B-ORG
Corporation,I-ORG
PLC,I-ORG
",",O
a,O
publicly,O
traded,O
company,O
",",O
as,O
its,O
CFO,B-TITLE
in,O
February,B-DATE
2018,I-DATE
.,O
,
He,O
was,O
executive,B-TITLE
vice,I-TITLE
president,I-TITLE
and,O
CFO,B-TITLE
for,O
McKesson,B-ORG
Corporation,I-ORG
from,O
2013,B-DATE
to,I-DATE
2017,I-DATE
",",O
and,O
CFO,B-TITLE
at,O
Symantec,B-ORG
Corp.,I-ORG
from,O
2006,B-DATE
to,I-DATE
2013,I-DATE
.,O
,
From,O
1991,B-DATE
to,I-DATE
2006,I-DATE
",",O
he,O
held,O
a,O
number,O
of,O
management,O
positions,O
including,O
CFO,B-TITLE
at,O
AMR,B-ORG
Corporation,I-ORG
and,O
American,B-ORG
Airlines,I-ORG
",",O
AMR,B-ORG
',O
s,O
principal,O
subsidiary,O
.,O
,
Current,O
Public,O
Company,O
Board,O
Service,O
:,O
ForeScout,B-ORG
Technologies,I-ORG
",",I-ORG
Inc.,I-ORG
Current,O
Non-Public,O
Company,O
Board,O
Service,O
:,O
Alaska,B-ORG
Airlines,I-ORG
and,O
Horizon,B-ORG
Air,I-ORG
(,O
subsidiaries,O
of,O
Alaska,B-ORG
Air,I-ORG
Group,I-ORG
),O
.,O
,
Education,O
:,O
BS,B-PRODUCT
Aeronautical,I-PRODUCT
Engineering,I-PRODUCT
",",O
Imperial,B-ORG
College,I-ORG
",",O
London,B-ORG
University,I-ORG
.,O
,
MBA,B-PRODUCT
",",O
Harvard,B-ORG
Business,I-ORG
School,I-ORG
.,O
,
Marion,B-PERSON
C.,I-PERSON
Blakey,I-PERSON
",",O
71,B-DATE
-,O
Former,B-TITLE
President,I-TITLE
and,O
CEO,B-TITLE
",",O
Rolls-Royce,B-ORG
North,I-ORG
America,I-ORG
.,O
,
Director,B-TITLE
of,O
Alaska,B-ORG
Air,I-ORG
Group,I-ORG
since,O
2010,B-DATE
.,O
,
Compensation,B-ORG
and,I-ORG
Leadership,I-ORG
Development,I-ORG
Committee,I-ORG
(,O
Chair,B-TITLE
),O
.,O
,
Safety,B-ORG
Committee,I-ORG
.,O
,
Qualifications,O
:,O
Extensive,O
experience,O
with,O
airline,O
industry,O
government,O
and,O
trade,O
organizations,O
including,O
:,O
Aviation,O
Industry,O
Expertise,O
.,O
,
Aerospace,B-ORG
Industries,I-ORG
Association,I-ORG
.,O
,
Federal,B-ORG
Aviation,I-ORG
Administration,I-ORG
.,O
,
National,B-ORG
Transportation,I-ORG
Safety,I-ORG
Board,I-ORG
.,O
,
Professional,O
Highlights,O
:,O
Ms.,O
Blakey,B-PERSON
was,O
president,B-TITLE
and,O
CEO,B-TITLE
of,O
Rolls-Royce,B-ORG
North,I-ORG
America,I-ORG
until,O
June,B-DATE
30,I-DATE
",",I-DATE
2018,I-DATE
.,O
,
From,O
2007,B-DATE
to,I-DATE
2015,I-DATE
",",O
she,O
was,O
president,B-TITLE
and,O
CEO,B-TITLE
of,O
Aerospace,B-ORG
Industries,I-ORG
Association,I-ORG
",",O
the,O
nation,O
',O
s,O
largest,O
aerospace,O
and,O
defense,O
trade,O
association,O
.,O
,
Prior,O
to,O
that,O
she,O
served,O
as,O
the,O
Administrator,B-TITLE
of,O
the,O
Federal,B-ORG
Aviation,I-ORG
Administration,I-ORG
from,O
2002,B-DATE
to,I-DATE
2007,I-DATE
and,O
as,O
chair,B-TITLE
of,O
the,O
National,B-ORG
Transportation,I-ORG
Safety,I-ORG
Board,I-ORG
from,O
2001,B-DATE
to,I-DATE
2002,I-DATE
.,O
,
She,O
previously,O
served,O
