,x,y
133,"['Background', ':', 'Director', 'since', '2014', '.']","['O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
134,"['Mr.', 'Davis', ',', 'age', '67', ',', 'served', 'as', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', 'of', 'United', 'Parcel', 'Service', ',', 'Inc.', '(', 'UPS', ')', '(', 'shipment', 'and', 'logistics', ')', 'from', '2008', 'to', '2014', ',', 'and', 'as', 'Chairman', 'from', '2014', 'to', '2016', '.']","['O', 'U-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
135,"['Previously', ',', 'Mr.', 'Davis', 'held', 'various', 'leadership', 'positions', 'with', 'UPS', ',', 'primarily', 'in', 'the', 'finance', 'and', 'accounting', 'area', ',', 'including', 'Vice', 'Chairman', 'and', 'Chief', 'Financial', 'Officer', '.']","['O', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O']"
136,"['Prior', 'to', 'joining', 'UPS', ',', 'he', 'was', 'Chief', 'Executive', 'Officer', 'of', 'II', 'Morrow', 'Inc.', ',', 'a', 'developer', 'of', 'general', 'aviation', 'and', 'marine', 'navigation', 'instruments', '.']","['O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
137,"['Mr.', 'Davis', 'is', 'a', 'Certified', 'Public', 'Accountant', '.']","['O', 'U-PERSON', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O']"
138,"['He', 'previously', 'served', 'on', 'the', 'Board', 'of', 'the', 'Federal', 'Reserve', 'Bank', 'of', 'Atlanta', 'from', '2003', 'to', '2009', ',', 'serving', 'as', 'Chairman', 'in', '2009', '.']","['O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'U-GPE', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
139,"['Mr.', 'Davis', 'is', 'a', 'trustee', 'of', 'the', 'Annie', 'E.', 'Casey', 'Foundation', 'and', 'a', 'member', 'of', 'The', 'Carter', 'Center', 'Board', 'of', 'Councilors', '.']","['O', 'U-PERSON', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
140,"['Current', 'Committees', ':', 'Chairman', ',', 'Audit', '.']","['O', 'O', 'O', 'U-TITLE', 'O', 'U-ORG', 'O']"
141,"['Member', ',', 'Compensation', '&', 'Benefits', '.']","['U-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O']"
142,"['Other', 'Public', 'Board', 'Service', ':', 'Honeywell', 'International', ',', 'Inc.', '(', 'since', '2005', ')', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-DATE', 'O', 'O']"
143,"['Recent', 'Past', 'Public', 'Board', 'Service', ':', 'United', 'Parcel', 'Service', ',', 'Inc.', '(', '2008—2016', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'U-DATE', 'O', 'O']"
144,"['EndoChoice', ',', 'Inc.', '(', '2014—2016', ')']","['B-ORG', 'I-ORG', 'L-ORG', 'O', 'U-DATE', 'O']"
145,"['IAN', 'E.', 'L.', 'DAVIS', '-', 'Independent', 'Director', '.']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-TITLE', 'L-TITLE', 'O']"
146,"['Primary', 'Occupation', ':', 'Chairman', ',', 'Rolls-Royce', 'Holdings', 'plc', ';', 'Former', 'Chairman', 'and', 'Worldwide', 'Managing', 'Director', ',', 'McKinsey', '&', 'Company', '.']","['O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O']"
147,"['Skills', 'and', 'Qualifications', ':', 'Having', 'served', 'as', 'Chairman', 'and', 'Worldwide', 'Managing', 'Director', 'of', 'one', 'of', 'the', 'world', 's', 'leading', 'management', 'consulting', 'firms', ',', 'and', 'as', 'a', 'consultant', 'to', 'a', 'range', 'of', 'global', 'organizations', 'across', 'the', 'public', ',', 'private', 'and', 'not-for-profit', 'sectors', ',', 'Mr.', 'Davis', 'brings', 'considerable', 'global', 'experience', ',', 'management', 'insight', 'and', 'business', 'knowledge', 'to', 'our', 'Board', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O']"
148,"['Background', ':', 'Director', 'since', '2010', '.']","['O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
149,"['Mr.', 'Davis', ',', 'age', '68', ',', 'is', 'currently', 'non-executive', 'Chairman', ',', 'Rolls-Royce', 'Holdings', 'plc', '.']","['O', 'U-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O']"
150,"['Mr.', 'Davis', 'retired', 'from', 'McKinsey', '&', 'Company', '(', 'management', 'consulting', ')', 'in', '2010', 'as', 'a', 'Senior', 'Partner', ',', 'having', 'served', 'as', 'Chairman', 'and', 'Worldwide', 'Managing', 'Director', 'from', '2003', 'until', '2009', '.']","['O', 'U-PERSON', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
151,"['In', 'his', 'more', 'than', '30', 'years', 'at', 'McKinsey', ',', 'he', 'served', 'as', 'a', 'consultant', 'to', 'a', 'range', 'of', 'global', 'organizations', 'across', 'the', 'public', ',', 'private', 'and', 'not-for-profit', 'sectors', '.']","['O', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
152,"['Prior', 'to', 'becoming', 'Chairman', 'and', 'Worldwide', 'Managing', 'Director', ',', 'he', 'was', 'Managing', 'Partner', 'of', 'McKinsey', 's', 'practice', 'in', 'the', 'United', 'Kingdom', 'and', 'Ireland', '.']","['O', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'B-GPE', 'L-GPE', 'O', 'U-GPE', 'O']"
153,"['His', 'experience', 'included', 'oversight', 'for', 'McKinsey', 'clients', 'and', 'services', 'in', 'Asia', ',', 'Europe', ',', 'the', 'Middle', 'East', 'and', 'Africa', ',', 'as', 'well', 'as', 'expertise', 'in', 'the', 'consumer', 'products', 'and', 'retail', 'industries', '.']","['O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'U-GPE', 'O', 'U-GPE', 'O', 'O', 'B-GPE', 'L-GPE', 'O', 'U-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
154,"['Mr.', 'Davis', 'is', 'a', 'Director', 'of', 'Teach', 'for', 'All', ',', 'Inc.', ',', 'a', 'global', 'network', 'of', 'independent', 'social', 'enterprises', 'working', 'to', 'expand', 'educational', 'opportunities', 'in', 'their', 'nations', ';', 'BP', 'plc.', ',', 'a', 'global', 'energy', 'group', ';', 'and', 'Majid', 'Al', 'Futtaim', 'Holding', 'LLC', ';', 'and', 'a', 'Senior', 'Advisor', 'at', 'Apax', 'Partners', ',', 'a', 'private', 'equity', 'firm', '.']","['O', 'U-PERSON', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
155,"['Current', 'Committees', ':', 'Member', ',', 'Audit', '.']","['O', 'O', 'O', 'U-TITLE', 'O', 'U-ORG', 'O']"
156,"['Member', ',', 'Regulatory', 'Compliance', '.']","['U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O']"
157,"['Other', 'Public', 'Board', 'Service', ':', 'BP', ',', 'plc', '(', 'since', '2010', ')', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-DATE', 'O', 'O']"
158,"['Rolls-Royce', 'Holdings', 'plc', '(', 'since', '2013', ')', '.']","['B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-DATE', 'O', 'O']"
159,"['ALEX', 'GORSKY', '-', 'Management', '.']","['B-PERSON', 'L-PERSON', 'O', 'U-TITLE', 'O']"
160,"['Primary', 'Occupation', ':', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', ',', 'Johnson', '&', 'Johnson', '.']","['O', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O']"
161,"['Skills', 'and', 'Qualifications', ':', 'Having', 'started', 'his', 'career', 'at', 'Johnson', '&', 'Johnson', 'in', '1988', 'and', 'having', 'been', 'promoted', 'to', 'positions', 'of', 'increasing', 'responsibility', 'across', 'business', 'segments', ',', 'culminating', 'in', 'his', 'appointment', 'to', 'CEO', 'and', 'election', 'to', 'our', 'Board', 'of', 'Directors', 'in', '2012', ',', 'Mr.', 'Gorsky', 'brings', 'a', 'full', 'range', 'of', 'strategic', 'management', 'expertise', ',', 'a', 'broad', 'understanding', 'of', 'the', 'issues', 'facing', 'a', 'multinational', 'business', 'in', 'the', 'healthcare', 'industry', ',', 'and', 'an', 'in-depth', 'knowledge', 'of', 'the', 'company', 's', 'business', ',', 'history', 'and', 'culture', 'to', 'our', 'Board', 'and', 'the', 'Chairman', 'position', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'U-DATE', 'O', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'U-TITLE', 'O', 'O']"
162,"['MARILLYN', 'A.', 'HEWSON', '-', 'Independent', 'Director', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-TITLE', 'L-TITLE', 'O']"
163,"['Primary', 'Occupation', ':', 'Chairman', ',', 'President', 'and', 'Chief', 'Executive', 'Officer', ',', 'Lockheed', 'Martin', 'Corporation', '.']","['O', 'O', 'O', 'U-TITLE', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O']"
164,"['Skills', 'and', 'Qualifications', ':', 'Having', 'served', 'for', 'more', 'than', 'three', 'decades', 'in', 'executive', 'and', 'operational', 'roles', 'of', 'a', 'global', 'security', ',', 'aerospace', 'and', 'advanced', 'technology', 'company', 'with', 'worldwide', 'interests', ',', 'Ms.', 'Hewson', 'will', 'bring', 'to', 'our', 'Board', 'vast', 'experience', ',', 'insight', 'and', 'knowledge', 'of', 'the', 'complexities', 'of', 'global', 'business', 'management', ',', 'strategic', 'planning', ',', 'cybersecurity', ',', 'finance', ',', 'supply', 'chain', ',', 'leveraged', 'services', ',', 'manufacturing', ',', 'government', 'relations', 'and', 'human', 'capital', 'management', ',', 'including', 'corporate', 'governance', 'and', 'audit', 'expertise', 'derived', 'from', 'service', 'on', 'boards', 'of', 'other', 'multinational', 'corporations', 'and', 'non-profit', 'organizations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
165,"['Background', ':', 'Ms.', 'Hewson', ',', 'age', '65', ',', 'has', 'served', 'since', 'January', '2014', 'as', 'Chairman', ',', 'President', 'and', 'Chief', 'Executive', 'Officer', 'of', 'Lockheed', 'Martin', 'Corporation', '(', 'aerospace', ')', ',', 'a', 'global', 'security', 'and', 'aerospace', 'company', 'principally', 'engaged', 'in', 'the', 'research', ',', 'design', ',', 'development', ',', 'manufacture', ',', 'integration', 'and', 'sustainment', 'of', 'advanced', 'technology', 'systems', ',', 'products', 'and', 'services', '.']","['O', 'O', 'O', 'U-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O', 'U-TITLE', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
166,"['Ms.', 'Hewson', 'was', 'Chief', 'Executive', 'Officer', 'and', 'President', 'of', 'Lockheed', 'Martin', 'from', 'January', 'to', 'December', '2013', 'and', 'has', 'served', 'as', 'a', 'director', 'since', '2012', '.']","['O', 'U-PERSON', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
167,"['Ms.', 'Hewson', 'currently', 'serves', 'on', 'the', 'University', 'of', 'Alabama', 's', 'Culverhouse', 'College', 'of', 'Commerce', 'Board', 'of', 'Visitors', 'and', 'its', 'President', 's', 'Cabinet', ';', 'the', 'Board', 'of', 'Governors', 'of', 'the', 'USO', ';', 'the', 'Board', 'of', 'Governors', 'of', 'the', 'Aerospace', 'Industries', 'Association', ';', 'the', 'Board', 'of', 'Directors', 'of', 'the', 'Congressional', 'Medal', 'of', 'Honor', 'Foundation', ';', 'the', 'Board', 'of', 'Directors', 'of', 'Catalyst', ',', 'Inc.', ';', 'the', 'Board', 'of', 'Directors', 'of', 'the', 'Business', 'Roundtable', ';', 'and', 'the', 'International', 'Advisory', 'Board', 'of', 'the', 'Atlantic', 'Council', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-TITLE', 'O', 'U-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-ORG', 'L-ORG', 'O']"
168,"['Ms.', 'Hewson', 'also', 'serves', 'on', 'the', 'Board', 'of', 'Trustees', 'for', 'King', 'Abdullah', 'University', 'of', 'Science', 'and', 'Technology', 'in', 'the', 'Kingdom', 'of', 'Saudi', 'Arabia', 'and', 'on', 'the', 'Board', 'of', 'Trustees', 'for', 'Khalifa', 'University', 'of', 'Science', 'and', 'Technology', 'in', 'the', 'United', 'Arab', 'Emirates', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'L-GPE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-GPE', 'I-GPE', 'L-GPE', 'O']"
169,"['Director', 'Nominee', '-', 'Lockheed', 'Martin', 'Corporation', '(', 'since', '2014', ')', '.']","['B-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-DATE', 'O', 'O']"
170,"['MARK', 'B.', 'McCLELLAN', ',', 'M.D.', ',', 'Ph.D.', '-', 'Independent', 'Director', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'U-TITLE', 'O', 'U-TITLE', 'O', 'B-TITLE', 'L-TITLE', 'O']"
171,"['Primary', 'Occupation', ':', 'Director', ',', 'Duke-Robert', 'J.', 'Margolis', ',', 'MD', ',', 'Center', 'for', 'Health', 'Policy', '.']","['O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
172,"['Skills', 'and', 'Qualifications', ':', 'With', 'his', 'extensive', 'experience', 'in', 'public', 'health', 'policy', ',', 'including', 'as', 'Commissioner', 'of', 'the', 'United', 'States', 'Food', 'and', 'Drug', 'Administration', 'and', 'Administrator', 'for', 'the', 'United', 'States', 'Centers', 'for', 'Medicare', '&', 'Medicaid', 'Services', ',', 'Dr.', 'McClellan', 'possesses', 'broad', 'knowledge', 'of', ',', 'and', 'unique', 'insights', 'into', ',', 'the', 'challenges', 'facing', 'the', 'healthcare', 'industry', ',', 'making', 'him', 'a', 'highly', 'valued', 'member', 'of', 'the', 'board', 'of', 'a', 'broad-based', 'healthcare', 'company', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-GPE', 'L-GPE', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'U-TITLE', 'O', 'O', 'B-GPE', 'L-GPE', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
173,"['Dr.', 'McClellan', ',', 'age', '55', ',', 'became', 'the', 'inaugural', 'Director', 'of', 'the', 'Duke-Robert', 'J.', 'Margolis', ',', 'MD', ',', 'Center', 'for', 'Health', 'Policy', 'and', 'the', 'Margolis', 'Professor', 'of', 'Business', ',', 'Medicine', 'and', 'Policy', 'at', 'Duke', 'University', 'in', 'January', '2016', '.']","['O', 'U-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'L-DATE', 'O']"
174,"['He', 'is', 'also', 'a', 'faculty', 'member', 'at', 'Dell', 'Medical', 'School', 'at', 'The', 'University', 'of', 'Texas', 'in', 'Austin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'U-GPE', 'O']"
175,"['Previously', ',', 'he', 'served', 'from', '2007', 'to', '2015', 'as', 'a', 'Senior', 'Fellow', 'in', 'Economic', 'Studies', 'and', 'as', 'Director', 'of', 'the', 'Initiatives', 'on', 'Value', 'and', 'Innovation', 'in', 'Health', 'Care', 'at', 'the', 'Brookings', 'Institution', '.']","['O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-ORG', 'L-ORG', 'O']"
176,"['Dr.', 'McClellan', 'served', 'as', 'Administrator', 'of', 'the', 'Centers', 'for', 'Medicare', '&', 'Medicaid', 'Services', 'for', 'the', 'U.S.', 'Department', 'of', 'Health', 'and', 'Human', 'Services', 'from', '2004', 'to', '2006', 'and', 'as', 'Commissioner', 'of', 'the', 'U.S.', 'Food', 'and', 'Drug', 'Administration', 'from', '2002', 'to', '2004', '.']","['O', 'U-PERSON', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-GPE', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-GPE', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
177,"['He', 'served', 'as', 'a', 'member', 'of', 'the', 'President', 's', 'Council', 'of', 'Economic', 'Advisers', 'and', 'as', 'senior', 'director', 'for', 'healthcare', 'policy', 'at', 'the', 'White', 'House', 'from', '2001', 'to', '2002', 'and', ',', 'during', 'President', 'Bill', 'Clinton', 's', 'administration', ',', 'held', 'the', 'position', 'of', 'Deputy', 'Assistant', 'Secretary', 'for', 'Economic', 'Policy', 'for', 'the', 'Department', 'of', 'the', 'Treasury', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'U-TITLE', 'B-PERSON', 'L-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
178,"['Dr.', 'McClellan', 'previously', 'served', 'as', 'an', 'associate', 'professor', 'of', 'economics', 'and', 'medicine', 'with', 'tenure', 'at', 'Stanford', 'University', ',', 'where', 'he', 'also', 'directed', 'the', 'Program', 'on', 'Health', 'Outcomes', 'Research', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
179,"['Dr.', 'McClellan', 'is', 'the', 'founding', 'chair', 'and', 'a', 'current', 'board', 'member', 'of', 'the', 'Reagan-Udall', 'Foundation', 'for', 'the', 'U.S.', 'Food', 'and', 'Drug', 'Administration', ',', 'is', 'a', 'member', 'of', 'the', 'National', 'Academy', 'of', 'Medicine', 'and', 'chairs', 'the', 'Academy', 's', 'Leadership', 'Consortium', 'for', 'Value', 'and', 'Science-Driven', 'Health', 'Care', ',', 'and', 'co-chairs', 'the', 'guiding', 'committee', 'of', 'the', 'Health', 'Care', 'Payment', 'Learning', 'and', 'Action', 'Network', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'U-GPE', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'U-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
